video_id,summary,category,keywords,color_composition,creator_demographics,sentiment,tone,political_leaning,creator_demographic
7293441357169937666,"The video showcases a series of images featuring an animated character standing next to various modified cars at what appears to be a car meet or exhibition. The character is dressed in a school uniform and is positioned in front of different vehicles, including a white car with 'Retro Havoc' written on the rear wing, a pink car with a large rear spoiler, and a white car with a prominent rear wing. The background includes other cars and people, suggesting a lively event. The audio consists of repetitive chanting, possibly from a song or chant, adding to the energetic atmosphere.",Autos & Vehicles,"animated character, car meet, modified cars, retro havoc, school uniform, car exhibition",Colorful,Unknown,Positive,Enthusiastic,Neutral,
7364919962856607018,"The video features a person discussing their experience of posting a photo of themselves outside a Catholic church, expecting it to be used as profile pictures by others. They express surprise and happiness that no one did so, highlighting a newfound sense of safety. The person shares various childhood photos, emphasizing the positive change in their online environment.",People & Blogs,"photo, Catholic church, childhood, profile pictures, online safety, nostalgia, personal growth",Colorful,Unknown,Positive,Cheerful,Neutral,
7331551109649059115,"A black and white video featuring a cat playing a violin. The cat appears to be humanoid, with human-like hands and posture. The video has a dark and moody atmosphere, with a focus on the cat's performance. The audio includes a voice-over in Indonesian, encouraging viewers to subscribe, like, comment, and share the video.",Entertainment & Shows,"cat, violin, black and white, humanoid, performance, Indonesian, subscribe, like, comment, share",Monochrome,Unknown,Neutral,Melancholic,Neutral,
7375105398946139398,"The video humorously depicts a South African mom's exaggerated struggle with cold weather during winter. She is seen adjusting a heater, opening windows, and asking for help with various tasks while expressing frustration over the cold. The video uses a comedic tone to portray the challenges faced by moms during winter.",Comedy,"South African moms, winter, cold, heater, complaints, humor, frustration",Colorful,Unknown,Negative,Sarcastic,Neutral,
7308194891656400170,"The video shows a lively sports event with spectators in the stands, many wearing red clothing. The word 'FUMBLE' appears prominently at the top of the screen throughout the video. The crowd is engaged, with some individuals standing and conversing, while others are seated and watching the event. The atmosphere seems energetic and enthusiastic.",Sports,"Fumble, sports, event, crowd, spectators, red, stands",Colorful,Unknown,Positive,Enthusiastic,Neutral,
7349706117166959879,"Frankie Muniz announces his upcoming journey into the jungle, expressing excitement and nervousness about the lack of control he will have. He mentions being a planner and a control freak, hoping things will go smoothly.",Travel & Events,"Frankie Muniz, jungle, travel, adventure, excitement, nervousness, planner, control freak",Naturalistic,Unknown,Positive,Enthusiastic,Neutral,
7323395108378840351,"A person dances energetically in a hallway decorated for Christmas, wearing a grey sweatshirt and jeans. The background includes a Christmas tree with red ornaments and a white door. The person performs various dance moves, including spins and jumps. The lighting is bright, and the atmosphere is festive.",Entertainment & Shows,"dance, Christmas, hallway, decorations, energetic, festive",Colorful,Unknown,Positive,Cheerful,Neutral,
7387067236218916129,"The video showcases a woman visiting CakeBox, a bakery, to pick up a heart-shaped cake she ordered. She joins Cake Club, the bakery's loyalty program, and receives a free cupcake. The video highlights the variety of cakes available at CakeBox, including a pink heart-shaped cake with 'Party!' written on it. The woman enjoys her experience and recommends the bakery.",Food,"CakeBox, bakery, heart-shaped cake, Cake Club, loyalty program, free cupcake, variety, chocolate, fruit, online ordering",Colorful,,Positive,Cheerful,Neutral,Unknown
7354508802932133166,"The video is a discussion between two individuals, one in a car and the other in front of a bookshelf, about a controversial BookTok video featuring a young man criticizing romance novels. The person in the car argues that the criticism is misogynistic and dismissive of the economic value of the genre, while the person in front of the bookshelf defends the young man's right to criticize and questions the double standards applied to different forms of media. The conversation touches on themes of misogyny, societal perceptions of women's interests, and the economic impact of romance novels.",People & Blogs,"BookTok, romance novels, misogyny, criticism, economic impact, double standards, societal perceptions, TikTok",Naturalistic,Unknown,Negative,Angry,Center,
7394532218032491808,"A woman in a pink dress asks a man if they can go on another trip after enjoying their current one. The man responds by asking her how much money she has. The woman walks away, leaving the man standing alone. The video ends with a cheerful tune playing.",Relationship,"trip, money, walk, pink dress, man, woman, enjoy, ask, respond, cheerful tune",Colorful,Unknown,Neutral,Neutral,Neutral,
7357227155979275526,"The video captures a street interview conducted by a man in a dark sweatshirt holding a microphone, engaging with various individuals on a cobblestone street during twilight. He asks questions about perfume preferences and purchases, specifically mentioning 'One Million' by Parfum One Million. The interviewee, Nikolai Karm, shares his experience with the perfume, which he received as a gift from his sister-in-law. The conversation includes discussions about the cost of perfumes and the desire to buy balloons. The interviewer also interacts with a child and a woman, who express interest in balloons. The setting is lively with people walking around, some holding drinks, and the atmosphere appears casual and friendly.",People & Blogs,"interview, perfume, One Million, Nikolai Karm, sister-in-law, gift, balloons, cost, cobblestone street, twilight, casual, friendly",Colorful,,Positive,Cheerful,Neutral,Unknown
7293639077671210286,"The video shows a person feeding fish in a pond using a scoop. The fish eagerly gather around the scoop, creating ripples in the water. The scene transitions to a view of the pond with many fish swimming near the surface. The video concludes with a text overlay thanking viewers and indicating the end of the video.",Pets & Animals,"feeding, pond, fish, water, nature",Naturalistic,Unknown,Positive,Cheerful,Neutral,
7354696392129924385,"The video showcases a red sports car at an indoor event, featuring carbon fiber bodywork and a matte finish. The car is displayed prominently, with various angles highlighting its design and features. The final frame shows a crowd gathered around the car, indicating interest and admiration. The audio concludes with a thank you message.",Autos & Vehicles,"sports car, carbon fiber, event, display, audience",Colorful,Unknown,Positive,Enthusiastic,Neutral,
7377794153071037739,"In the video, a man in a tuxedo claims he can win at roulette through mind control, specifically telekinesis. He demonstrates his abilities by moving a coat rack in an office setting. The scene includes various office workers reacting to his demonstration.",Comedy,"Roulette, game of skill, chance, telekinesis, office, demonstration, mind control, coat rack",Naturalistic,Unknown,Neutral,Sarcastic,Neutral,
7344855206242389280,"The video features a woman named Alice Weidel discussing her stance on AFD chats. She appears to be in a professional setting, possibly an office or studio. The video includes text overlays in German, indicating her name and topic. The conversation revolves around political discussions, specifically mentioning the AFD party and their potential influence. The woman speaks in a serious tone, addressing questions about her party's leadership and strategies.",Politics,"Alice Weidel, AFD, chats, politics, Germany, leadership, strategy",Naturalistic,Unknown,Neutral,Serious,Right,
7382929842615979296,"A person is sitting indoors, expressing frustration about their inability to find affordable accommodations for a vacation. They have been searching online for hours but cannot find anything suitable within their budget. The person seems disappointed and resigned.",Travel & Events,"vacation, accommodation, expensive, search, frustration, Mallorca",Naturalistic,,Negative,Sadness,Neutral,Unknown
7394396617882799366,"A person with curly red hair receives a drink from their cousin, expresses surprise and concern upon tasting it, questioning if the drink contains alcohol. The video captures the person's reaction to the unexpected taste.",People & Blogs,"cousin, drink, surprise, alcohol, taste",Dark,Unknown,Neutral,Surprise,Neutral,
7410518813021637930,"The video shows a press briefing at the White House, featuring a woman with curly hair speaking at a podium. She responds to a question about whether Americans consider a particular issue important. The scene includes a man in a suit who asks the question, and the woman appears to be a spokesperson or official. The setting is formal, and the atmosphere seems serious.",Politics,"White House, press briefing, spokesperson, question, American, important, issue",Colorful,Unknown,Neutral,Intense,Center,
7397523950391086369,"The video features animated characters, including a green apple with a crown, two blue creatures with antennae, and various other colorful fruits and vegetables. The characters appear to be celebrating or dancing, with confetti falling around them. The background is black, making the vibrant colors stand out. The audio includes upbeat music with lyrics about driving and feeling alone.",Entertainment & Shows,"animated, apple, celebration, dancing, confetti, music, lyrics, driving, feeling alone",Colorful,Unknown,Positive,Cheerful,Neutral,
7299771215755906312,"Two individuals perform a synchronized dance routine in a studio, dressed in black outfits. They execute coordinated movements, including arm gestures and leg lifts. The background is a plain gray wall with wooden flooring marked with yellow lines. The lighting is bright, and the atmosphere is energetic. The dancers appear confident and expressive throughout the performance.","Music, Singing, & Dancing","dance, synchronization, studio, black outfit, gray wall, wooden floor, yellow lines, bright lighting, energetic, confident, expressive",Bright,Unknown,Positive,Enthusiastic,Neutral,
7283171808595971370,"A woman with long black hair and tattoos is seen indoors, wearing a gray tank top. She appears to be talking and gesturing with her hands. Text overlays humorously reference a viral TikTok trend involving a duck song and a lemonade stand. The woman seems to be discussing the trend and mentions a sweatshirt made from it.",People & Blogs,"TikTok, duck song, lemonade stand, sweatshirt, viral trend",Colorful,Unknown,Positive,Cheerful,Neutral,
7292568999932529963,"The video showcases two young women, identified as Malia and Sasha Obama, engaging in various outdoor activities such as walking, hiking, and enjoying nature. They are seen wearing athletic wear and holding water bottles, indicating a focus on fitness and wellness. The scenes depict them in different settings, including urban areas and natural landscapes. The video emphasizes their active lifestyle and the importance of staying healthy. The audio mentions their parents, former President Barack Obama and former First Lady Michelle Obama, highlighting their commitment to a balanced and active lifestyle.",Fitness & Health,"Malia Obama, Sasha Obama, fitness, wellness, outdoor activities, nature walks, exercise, healthy lifestyle, Barack Obama, Michelle Obama",Colorful,,Positive,Cheerful,Neutral,Unknown
7378610696390528289,"The video discusses the dissolution of the French National Assembly announced by President Emmanuel Macron after the National Rally's victory in European elections. It explains the constitutional basis for the dissolution, the upcoming legislative elections on June 30 and July 7, and compares it to the 1997 dissolution under Jacques Chirac. The speaker speculates on potential changes in government and leadership. The video ends with a call to subscribe.",Politics,"dissolution, Assemblée nationale, Emmanuel Macron, legislative elections, France, political change, Prime Minister, Hugo Decrypte",Colorful,Unknown,Neutral,Neutral,Center,
7310136100771613983,"The video covers a political debate featuring Vivek Ramaswamy, a 2024 GOP presidential candidate, discussing his stance on various issues such as foreign policy, the war in Ukraine, and the role of the United States in international conflicts. The video includes clips of Ramaswamy being interviewed by Fox News hosts, who challenge his views and suggest he drop out of the race. The overall tone is critical and confrontational, highlighting the tensions within the Republican Party and the media's influence on political discourse.",Politics,"Vivek Ramaswamy, 2024 GOP, presidential candidate, Fox News, Ukraine, foreign policy, war, election, debate, political commentary",High Contrast,Unknown,Negative,Intense,Right,
7376774039899082027,"The video showcases an art installation featuring elderly sculptures of former world leaders and influential figures in electric wheelchairs, symbolizing their decline and loss of power over time. The installation is part of the 'Old People's Home' exhibit by Sun Yuan and Peng Yu, displayed at the Borster Commerce Pinot Collections The World As It Goes exhibition in Paris. The sculptures depict leaders who were once powerful but are now frail and dependent, moving slowly in wheelchairs. The video emphasizes the contrast between their past authority and current state.",Art,"art installation, elderly, world leaders, electric wheelchairs, sculptures, decline, power, Borster Commerce Pinot Collections, Paris, Sun Yuan, Peng Yu, Old People's Home, exhibition",Naturalistic,Unknown,Neutral,Melancholic,Neutral,
7356329953622822187,"The video discusses the stock performance of Trump Media & Technology Group Corp (DJT), highlighting its significant decline and speculating on its potential value tied to Donald Trump's political success. The speaker analyzes the stock's financial health and suggests it may serve as a means for financial support for Trump if he wins the presidency. The speaker expresses enjoyment in seeing the stock price drop, implying a lack of confidence in Trump's chances.",Politics,"Trump, DJT, stock, Donald Trump, presidency, election, stock market, investment, financial loss, speculation, political influence",Colorful,Unknown,Negative,Sarcastic,Right,
7360445995945037088,"A person feeds wild boars at night, expressing frustration and humor about their behavior. The person comments on the boars' fear and the mess they create. The scene includes interactions with the animals and discussions about the situation.",Pets & Animals,"wild boars, feeding, night, humor, frustration, mess, fear, interaction",Dark,Unknown,Negative,Sarcastic,Neutral,
7378190751211064607,"The video showcases a highly expandable camper trailer being demonstrated by a man. He explains its features, including a GoSun power center, solar cooker, and various compartments. The trailer is attached to a vehicle and is shown to be lightweight and versatile for outdoor use.",Autos & Vehicles,"camper, trailer, expandable, GoSun, power center, solar cooker, compartments, vehicle, outdoor, lightweight",Naturalistic,,Positive,Enthusiastic,Neutral,Unknown
7368121296154086688,"The video showcases a traditional feast in a home setting, featuring a variety of dishes laid out on a table. It includes a person standing in a room, possibly preparing food, and another person sitting in front of a doorway. The text overlay mentions a 'Leningrad family holiday' on the fifth day. The atmosphere appears warm and inviting.",Food,"feast, traditional, home, dishes, holiday, Leningrad, family, fifth day",Colorful,Unknown,Positive,Cheerful,Neutral,
7309290162540858667,"The video covers a massive home explosion in Arlington, Virginia, near the Capitol, where police were attempting to serve a search warrant. The suspect, who had barricaded himself inside, refused to surrender and discharged several rounds from a firearm. An explosion occurred, resulting in human remains being found at the site, and the suspect is presumed deceased. The video includes footage of the aftermath, interviews with reporters, and mentions of the suspect's alleged fraudulent claims to the FBI and his paranoid conspiracy theories.",News,"home explosion, Arlington, Virginia, Capitol, search warrant, police, barricade, firearm, explosion, human remains, FBI, conspiracy theories",Dark,Unknown,Negative,Intense,Neutral,
7406690692765977887,"A man confronts a stranger who took his seat on a train, leading to a tense exchange. The man shows his ticket, revealing he was seated by the window, while the stranger claims he was assigned seat 22R. The man insists on his seat, and the stranger reluctantly moves. The man expresses frustration over the stranger's rudeness and lack of respect. The scene ends with the man arriving at his destination.",Society,"train, seat, confrontation, rudeness, respect, travel, ticket, window, seat assignment, stranger, anger, frustration",Colorful,Unknown,Negative,Anger,Neutral,
7325985650140974382,"The video presents an experiment conducted by Jamie and Adam to determine whether walking or running in the rain gets you wetter. They set up a controlled environment with artificial rain and wind to measure the amount of water absorbed by their clothing. The results show that running in the rain gets wetter than walking, regardless of wind conditions. The video includes scenes of them preparing for the experiment, conducting the tests, and analyzing the data.",Science & Technology,"experiment, rain, walking, running, artificial rain, wind, clothing, absorption, weight, scientific method",Naturalistic,Unknown,Neutral,Intense,Neutral,
7333801200875261185,"The video is a promotional clip for 'The Daily Show with Jon Stewart', featuring a man in a suit discussing the divisive nature of an election year. It includes text overlays highlighting the show's airing schedule and streaming availability. The man appears to be making humorous commentary on the political climate, suggesting a sarcastic tone.",Comedy,"election year, divide us, second term, agree on, Comedy Central, The Daily Show, Jon Stewart, Mondays, 11pm, streaming, Paramount+",Dark,Unknown,Neutral,Sarcastic,Center,
7340337384652934446,"The video discusses celebrities who have changed their last names to avoid being associated with their famous relatives. It mentions Malia Obama, Angelina Jolie, Stefan Gordy, Skylar Gordy, and Nicolas Cage. The narrator explains why they changed their names, such as avoiding teasing or maintaining privacy. The video includes images of these individuals with their new and original names displayed.",People & Blogs,"Malia Obama, Malia Ann, Angelina Jolie, Angelina Jolie Voight, Stefan Gordy, Skylar Gordy, Nicolas Cage, Nicolas Coppola, Francis Ford Coppola, Sundance Film Festival, MTV Movie Awards",Colorful,,Neutral,Informative,Neutral,Unknown
7392127900079721761,"The video shows a woman giving a tour of a luxurious room at Estelle Manor, highlighting various amenities provided for guests, including dog-friendly features, snacks, drinks, toiletries, and a mini bar. She mentions the cost of the room and her upgrade due to having a dog. The room includes a bedroom, TV, and wardrobe space.",Travel & Events,"Estelle Manor, room tour, luxury, amenities, dog-friendly, snacks, drinks, toiletries, mini bar, bedroom, TV, wardrobe, upgrade, cost",Colorful,,Positive,Cheerful,Neutral,Unknown
7375847354341068065,"The video captures a live performance at Hinds Hall in Germany featuring a speaker addressing a large crowd. The speaker discusses the purpose of protests, criticizes the system funded by the country, and calls for solidarity and screaming. The audience is engaged, and the atmosphere is charged with energy. The speaker encourages the crowd to block the barricade until Palestine is free, emphasizing the need for action and support for Palestine. The video includes lyrics from a song titled 'Hens Home,' which further emphasizes the message of resistance and solidarity. The speaker's passionate delivery and the crowd's enthusiastic response create a powerful and emotional experience.",Politics,"Hinds Hall, Germany, protest, solidarity, screaming, barricade, Palestine, lyrics, song, resistance, solidarity",Colorful,Unknown,Positive,Intense,Left,
7328517572679372078,"A customer is negotiating the purchase of a new car, repeatedly asking for discounts and additional features. The salesperson agrees to various concessions, including a lower price, trade-in value, and additional items like all-weather mats. The customer continues to negotiate, even after the salesperson offers to buy lunch. The negotiation ends with the customer agreeing to the terms and the salesperson promising to bring Chick-fil-A.",Autos & Vehicles,"car, negotiation, price, trade-in, all-weather mats, Chick-fil-A",Naturalistic,Unknown,Neutral,Sarcastic,Neutral,
7395692426888891679,"The video is a political advertisement featuring Kamala Harris, highlighting her campaign promises and vision for the country. It contrasts the choice between chaos and freedom, emphasizing safety, healthcare, and equality. The video includes scenes of rallies, crowds, and individuals supporting Harris, with a focus on inclusivity and progress. The speaker discusses the importance of voting and the impact of collective action.",Politics,"Kamala Harris, election, freedom, safety, healthcare, poverty, law, America, vote, KamalaHarris.com",Colorful,Unknown,Positive,Enthusiastic,Left,
7392992201837464850,"A mother shares her daily routine while her daughter is on summer break, highlighting her work as a full-time mom with full-time help in Singapore. She takes her daughter for a haircut, visits a French-American bakery, and enjoys a bath with Epsom salt bath balm. The video captures various moments of their day, including a playful train ride and a visit to a playground.",Daily Life,"motherhood, daily routine, haircut, French-American bakery, Epsom salt bath balm, train ride, playground, Singapore",Colorful,,Positive,Cheerful,Neutral,Unknown
7365274404420406571,"The video showcases daily life on a shrink-wrapped sailboat in New England. It starts with the person waking up and enjoying the sun with their dog, Phoebe. They do chores like washing dishes, work, cooking, and spending time with Phoebe. The video captures the cozy and warm atmosphere of living on a boat, highlighting the routine and companionship with the dog. The person mentions hating to wash dishes but does it anyway, showing a slice of everyday life. The video ends with a nighttime scene of the marina.",Daily Life,"sailboat, New England, morning, sun, chores, dishes, work, cooking, dog, Phoebe, shrink wrap, marina",Colorful,Unknown,Positive,Cheerful,Neutral,
7311428334695599403,The video features a person discussing the legal situation involving Donald Trump and his claims of presidential immunity. The speaker analyzes the recent court rulings and speculates on the potential outcomes of the upcoming trial. The speaker expresses skepticism about Trump's chances of winning the case and criticizes the Supreme Court's handling of similar cases. The video includes a discussion of the political climate and the public's perception of the court.,News,"Donald Trump, presidential immunity, court ruling, Supreme Court, January 6th, election, legal proceedings, political commentary",Colorful,Unknown,Negative,Intense,Left,
7273841367351069998,A person wearing gloves is handling and showcasing yellow soap bars labeled 'Turmeric & Kojic Acid Brightening Soap'. The speaker mentions using the soap frequently. The video focuses on the product's packaging and ingredients.,Beauty Care,"soap, turmeric, kojic acid, brightening, ingredients, goat milk soap, lemon oil, seed oil, frankincense, turmeric powder",Colorful,Unknown,Positive,Enthusiastic,Neutral,
7396382918039457041,"A man and woman are sitting on a bed, discussing their relationship and rating each other's physical attributes. They humorously critique each other's features, with the man giving scores out of 10. The woman expresses her dislike for men with beards and the man responds with a score of 7 for his beard. The conversation is light-hearted and playful.",Relationship,"relationship, couple, ratings, humor, bearded, facial features, bedroom, casual conversation",Naturalistic,Unknown,Positive,Cheerful,Neutral,
7384186520351083781,The video features a woman discussing her experience with a business partner who stopped paying her and took over the business. She explains how she tried to resolve the issue through communication but ultimately had to take legal action. The video includes screenshots of text messages and Instagram posts showing the conflict. The woman expresses frustration and disappointment with the situation.,Business & Entrepreneurship,"business, partner, communication, legal action, frustration, disappointment",Naturalistic,,Negative,Angry,Neutral,Unknown
7362319887361903905,"The video shows a person reacting to seeing Rufus Rice during a ski trip after hearing him express disdain for dogs, vapes, and tattoos on a podcast. The scene transitions to a lively event with a person in a giraffe costume and another raising their arms. The video includes a repeated outro music.",People & Blogs,"Rufus Rice, Uni ski trip, podcast, dogs, vapes, tattoos, giraffe costume, event",Colorful,Unknown,Neutral,Neutral,Neutral,
7365322515998068011,"The video discusses the 'Little Gazas' on campuses across America, which the speaker claims are filled with anti-Semitic hate, violent protesting, and various amenities like community gardening, free therapy, and food. The speaker expresses fear and disapproval of the situation, questioning how such facilities are allowed on campus. The video includes scenes of protest signs, musical performances, and a weapons cache. The speaker urges viewers to follow them for further exposure of the encampments.",Politics,"Little Gazas, campuses, anti-Semitic, violence, protesting, community gardening, free therapy, free food, weapons cache, political leaning, news hour, congress",Colorful,Unknown,Negative,Intense,Right,
7277167570946379014,"The video captures a lively scene at a sports stadium filled with enthusiastic fans, predominantly wearing yellow and blue colors, cheering and waving flags. The crowd appears to be supporting a team, possibly during a match or event. The atmosphere is energetic and patriotic, with many individuals raising their hands and chanting. The setting suggests a significant sporting event, likely a soccer match, given the presence of a goalpost and the large audience. The fans' attire and flags indicate strong national pride, possibly related to Ukraine.",Sports,"stadium, fans, cheering, flags, yellow, blue, patriotism, sports, match, Ukraine",Colorful,Unknown,Positive,Enthusiastic,Neutral,
7353793317437590827,"A man and a woman are in an office setting. The woman enters holding hot coffee and a bag, startled by the man who jumps out from behind a door, causing her to spill the coffee. She reacts with surprise and frustration. The text overlay advises against pranking employees with hot coffee.",Comedy,"office, prank, hot coffee, fail, failarmy",Colorful,Unknown,Negative,Surprise,Neutral,
7335178711819373867,The video discusses the South African government's urgent request to the International Court of Justice for additional measures to protect Palestinian people in Rafah due to an imminent invasion. It highlights the dedication of the South African legal team and the rarity of such filings in ICJ cases.,Politics,"South Africa, Israel, International Court of Justice, Palestine, Rafah, emergency request, legal team, dedication",Naturalistic,Unknown,Neutral,Intense,Center,
7346724921361435937,"Two individuals walk down a sidewalk while holding hands. They are wearing black jackets and backpacks. The text overlay in Russian mentions their journey from Ukraine to Sweden, highlighting the challenges they faced during their trip. The video captures their movement through different outdoor settings, including grassy areas and paved paths. The tone appears to be reflective and emotional, emphasizing their personal story of migration and resilience.",People & Blogs,"Ukraine, Sweden, journey, migration, challenges, hand-in-hand, walking, outdoor, sidewalk, text overlay, Russian",Naturalistic,Unknown,Neutral,Melancholic,Neutral,
7377799778299579690,"The video features a woman standing outdoors with an American flag in the background. She is wearing a black top and has tattoos on her arm. The text overlay reads, 'Isn't it weird that in America, if you fly an American flag, everyone knows who you're voting for?' The woman appears to be speaking or posing for the camera, possibly discussing political views or opinions. The setting is a sunny day with green grass and trees in the background.",Politics,"American flag, voting, politics, opinion, outdoor, woman, tattoo, sunglasses",Colorful,Unknown,Neutral,Neutral,Unknown,
7375186781999762721,"The video humorously depicts a woman in a floral dress and hat reacting to unexpected visitors at her home throughout the day. She starts off surprised at 1pm, becomes increasingly exasperated as more guests arrive, and finally expresses frustration at 4pm when she realizes she needs to go to bed. The scene includes a table set with wine glasses and snacks, indicating a social gathering. The audio plays 'The Dowager Lady Ursula's Homemade Gooseberry Wine,' adding to the comedic tone.",Comedy,"friends visit, unexpected, humor, wine, afternoon, evening, bedtime",Colorful,Unknown,Positive,Cheerful,Neutral,
7291696863449763078,"The video features a woman discussing the conflict in Gaza, criticizing the portrayal of the situation by media and influencers. She argues that the real victims are not being represented and questions the actions of the Israeli government. The speaker expresses frustration with the lack of support for Palestinians and accuses Israel of manipulating the narrative. The video includes clips of explosions, news reports, and social media posts to illustrate her points.",Politics,"Gaza, Israel, conflict, media, influencers, victims, manipulation, narrative, war, rockets, humanitarian aid",High Contrast,Unknown,Negative,Angry,Left,
7347847920151956779,"A person enters their home after a long day, only to find their dog has defecated on the floor. They express frustration and sit down, covering their face. The text overlay suggests they feel 'triple pumped faked'.",Daily Life,"long day, come home, triple pumped faked, dog, poop",Naturalistic,Unknown,Negative,Melancholic,Neutral,
7376360928851299590,"The video discusses the trend of using retinol in skincare products, particularly its perceived benefits in combating aging. It references Google Trends data showing increased interest in retinol in Ukraine since 2021. The speaker mentions a popular brand that claims retinol is one of the best ingredients for anti-aging, but questions its effectiveness in reversing aging signs like sagging skin. The speaker suggests that while retinol may make the skin look smoother, it does not address the underlying causes of aging. The video includes discussions on the expectations of retinol and its actual effects.",Beauty Care,"retinol, anti-aging, Google Trends, skincare, aging, cosmetics, beauty products",Colorful,,Neutral,Neutral,Neutral,Unknown
7309512164870491435,"The video features a town hall event with Donald Trump discussing potential actions as president, including closing the border and drilling. It includes a segment with Sean Hannity interviewing Trump, who denies abusing power, except for 'day one'. The video also shows Trump's promise to use the Justice Department against his enemies. The setting is a stage with an audience, and the atmosphere is intense.",Politics,"Donald Trump, Sean Hannity, town hall, abuse of power, border, drilling, Justice Department, interviews, promises, audience, stage",Colorful,Unknown,Neutral,Intense,Right,
7293239332167617834,A person speaks about needing a Frappuccino despite a boycott against Starbucks due to their alleged funding of a genocide. The speaker acknowledges the boycott but expresses a personal desire for the coffee drink.,Politics,"Starbucks, boycott, Frappuccino, genocide, funding",Colorful,Unknown,Neutral,Sarcastic,Left,
7354415572626509099,"The video discusses the impact of a 4.8 magnitude earthquake in New Jersey, explaining how it affected a large area due to the composition of the Earth's crust. It mentions the susceptibility of New York City to earthquakes, especially due to its old buildings and lack of seismic considerations in building codes until the mid-1990s. The video shows maps and alerts related to the earthquake, highlighting the widespread impact and the need for inspections and evacuations. The speaker provides historical context, mentioning the last significant earthquake in New York City in 1884.",News,"earthquake, New Jersey, New York City, USGS, seismic activity, building codes, emergency alerts, inspections, evacuations, 1884 earthquake",Colorful,Unknown,Neutral,Intense,Center,
7378608951975349536,"The video captures a celebratory moment at a soccer match where the England team wins a charity event called Soccer Aid. The players are seen celebrating their victory on the field, with the crowd cheering in the background. The text overlay indicates that England won the Soccer Aid event. The atmosphere is jubilant, with players hugging and congratulating each other. The event appears to be a charity match organized to raise funds for UNICEF.",Sports,"England, win, Soccer Aid, UNICEF, charity, celebration, football, victory",Colorful,Unknown,Positive,Cheerful,Neutral,
7311332422077975840,"The video depicts a humorous misunderstanding involving a woman, a police officer, and a young boy. The woman claims she was harassed by a child, while the boy's father arrives and reveals the boy was trying to return a gift meant for him. The police officer arrests the woman for attempted robbery, leading to an awkward situation. The scene takes place outdoors with a fence and greenery in the background.",Comedy,"woman, police officer, boy, misunderstanding, harassment, gift, arrest, attempted robbery, outdoor, fence, greenery",Colorful,,Positive,Cheerful,Neutral,Unknown
7309293532467039531,"The video is a segment from a news show discussing political topics, specifically focusing on allegations involving James Comer and Hunter Biden. The host and guests discuss the lack of new information in a 78-page report and compare it to Comer's own financial dealings. The setting is a studio with a Christmas tree, and the participants are seated around a table. The tone is serious and analytical.",Politics,"Barbie MAGA-Ninny, gotcha moment, Fox News, James Comer, Hunter Biden, impeachment probe, China-linked account, political scandals",Colorful,Unknown,Neutral,Intense,Right,
7364542326959574314,"A young woman expresses her desire to send a picture of her freshly painted nails to someone she cares about, hoping they like them. She then lies down on a bed, covering her face with her hands, possibly indicating disappointment or sadness.",People & Blogs,"nails, picture, hope, likes, sad, disappointed",Naturalistic,Unknown,Negative,Sadness,Neutral,
7379475961139547398,"A woman celebrates her 60th birthday by showcasing different outfits and expressing gratitude for her life. She starts with a black dress and high heels, then changes into sneakers. The video includes text in Russian celebrating her age and thanking viewers for their support.",People & Blogs,"birthday, 60 years old, celebration, outfit, black dress, sneakers, Russian text",Colorful,Unknown,Positive,Cheerful,Neutral,
7372186670273137952,"The video showcases a group of friends exploring vegan food options in Munich, Germany. They visit various restaurants and cafes, trying different dishes and drinks. The scenes include close-ups of food, people eating, and interactions among the group. The video highlights the variety of vegan options available in the city and the enjoyment of the dining experience.",Food,"vegan, Munich, food, restaurant, cafe, friends, Germany",Colorful,Unknown,Positive,Cheerful,Neutral,
7282317561864260897,"The video showcases a steampunk convention featuring vintage steam trains, antique items, and attendees dressed in steampunk attire. It includes scenes of a steam train moving along tracks, people observing, and various exhibits with steampunk-themed objects. The atmosphere is lively and nostalgic, with a focus on historical and alternative fashion and technology.",Travel & Events,"steampunk, convention, steam train, vintage, antique, steampunk attire, historical, nostalgia",Colorful,Unknown,Positive,Enthusiastic,Neutral,
7348934489122327841,"The video covers a large peace demonstration in Germany, featuring various individuals from different political backgrounds, including leftists, rightists, conspiracy theorists, and ordinary citizens. The reporter interviews attendees about their reasons for participating in the protest and their views on geopolitical issues. The atmosphere appears lively and diverse, with a focus on promoting peace and unity. Notable figures include a woman holding a sign against the war and a man who identifies as a 'peace ambassador'. The setting is outdoors, likely in Berlin, with a crowd gathered around the Brandenburg Gate.",Politics,"Friedensdemo, Frieden, Politiker, AfD, Deutschland, Politik, Interview, Protest, Friedensbotschafter, Ukraine, Geopolitik, Hamburg, Juhl",Colorful,Unknown,Neutral,Neutral,Center,
7299554274827046187,"The video discusses the historical and political narrative of Palestine, featuring a young man named Hamza who refutes claims that there was no Palestinian identity or nation before the establishment of Israel in 1948. He references historical figures like Zahir al-Humar and the Great Palestinian Revolt, emphasizing the long-standing presence of Palestinian culture and identity. The video includes a critique of the British division of the region and the displacement of Palestinians during the creation of Israel. It also addresses the denial of Palestinian rights and the ongoing struggle for self-determination. The speaker encourages viewers to read books on the topic to gain a deeper understanding of the history and issues surrounding Palestine.",Politics,"Palestine, Israel, history, identity, nationalism, self-determination, displacement, occupation, resistance, education, literature",Naturalistic,Unknown,Negative,Intense,Left,
